CUSIP,Security,Bid Workout Risk,Tight Bid >3mm,Wide Offer >3mm,Bid/Offer>3mm,Tight Bid,Wide Offer,Bid/Offer,Dealer @ Tight Bid >3mm,Dealer @ Wide Offer >3mm,Dealer @ Tight T-1,Dealer @ Wide T-1,Size @ Tight Bid >3mm,Size @ Wide Offer >3mm,CR01 @ Tight Bid,CR01 @ Wide Offer,Cumm. Bid Size,Cumm. Offer Size,# of Bids >3mm,# of Offers >3mm,# Quotes,Bid RBC,Ask RBC,Bid Size RBC,Offer Size RBC,DoD Chg Tight Bid >3mm,DoD Chg Wide Offer >3mm,DoD Chg Tight Bid,DoD Chg Wide Offer,DoD Chg Size @ Tight Bid >3mm,DoD Chg Size @ Wide Offer >3mm,DoD Chg CR01 @ Tight Bid,DoD Chg CR01 @ Wide Offer,DoD Chg Cumm. Bid Size,DoD Chg Cumm. Offer Size,DoD Chg # of Bids >3mm,DoD Chg # of Offers >3mm,DoD Chg Bid RBC,DoD Chg Ask RBC,DoD Chg Bid Size RBC,DoD Chg Offer Size RBC,MTD Chg Tight Bid >3mm,MTD Chg Wide Offer >3mm,MTD Chg Tight Bid,MTD Chg Wide Offer,MTD Chg Size @ Tight Bid >3mm,MTD Chg Size @ Wide Offer >3mm,MTD Chg CR01 @ Tight Bid,MTD Chg CR01 @ Wide Offer,MTD Chg Cumm. Bid Size,MTD Chg Cumm. Offer Size,MTD Chg # of Bids >3mm,MTD Chg # of Offers >3mm,MTD Chg Bid RBC,MTD Chg Ask RBC,MTD Chg Bid Size RBC,MTD Chg Offer Size RBC,YTD Chg Tight Bid >3mm,YTD Chg Wide Offer >3mm,YTD Chg Tight Bid,YTD Chg Wide Offer,YTD Chg Size @ Tight Bid >3mm,YTD Chg Size @ Wide Offer >3mm,YTD Chg CR01 @ Tight Bid,YTD Chg CR01 @ Wide Offer,YTD Chg Cumm. Bid Size,YTD Chg Cumm. Offer Size,YTD Chg # of Bids >3mm,YTD Chg # of Offers >3mm,YTD Chg Bid RBC,YTD Chg Ask RBC,YTD Chg Bid Size RBC,YTD Chg Offer Size RBC,Custom Date Chg Tight Bid >3mm,Custom Date Chg Wide Offer >3mm,Custom Date Chg Tight Bid,Custom Date Chg Wide Offer,Custom Date Chg Size @ Tight Bid >3mm,Custom Date Chg Size @ Wide Offer >3mm,Custom Date Chg CR01 @ Tight Bid,Custom Date Chg CR01 @ Wide Offer,Custom Date Chg Cumm. Bid Size,Custom Date Chg Cumm. Offer Size,Custom Date Chg # of Bids >3mm,Custom Date Chg # of Offers >3mm,Custom Date Chg Bid RBC,Custom Date Chg Ask RBC,Custom Date Chg Bid Size RBC,Custom Date Chg Offer Size RBC,QUANTITY,POSITION CR01,G Sprd,Yrs (Cvn),vs BI,vs BCE,MTD Equity,YTD Equity,Retracement,Yrs Since Issue,Z Score,Retracement2,Rating,Custom_Sector
29446NAP5,EQBCN 3.99 03/24/28,2.24,92.0,,,90.0,90.0,0.0,BMO,,BMO,,5000000.0,,1120.0,,19000000.0,10000000.0,2,0,5,93.0,88.0,5000000.0,1000000.0,2.0,,1.0,1.0,0.0,,-5.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,,1.0,3.0,0.0,,-30.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-13.0,,-15.0,-12.0,0.0,,-380.0,,0.0,-17000000.0,0.0,-4.0,-13.0,-13.0,2000000.0,-4000000.0,,,,,,,,,,,,,,,,,,,89.96179529,2.3381245722108144,41.21596097377913,23.32949278684211,-5.566115,-13.29199,0.0,1.1553730321697468,-1.035921084031525,34.13593211685264,BBB,Non Major Senior Unsecured
29446NAQ3,EQBCN 3.91 12/17/27,1.9120000000000001,89.0,,,87.0,86.0,1.0,RBC,,RBC,,5000000.0,,956.0000000000001,,16000000.0,9000000.0,1,0,5,89.0,84.0,5000000.0,1000000.0,1.0,,1.0,2.0,0.0,,-3.9999999999998863,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,1.0,3.0,0.0,,-28.999999999999886,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-10.0,,-11.0,-10.0,0.0,,-411.5000000000001,,1000000.0,-9000000.0,-1.0,-3.0,-9.0,-11.0,3000000.0,-4000000.0,,,,,,,,,,,,,,,,,,,85.21224473,1.9876796714579053,39.505656102182,22.3543072179238,-5.566115,-13.29199,0.0,0.9253935660506504,-0.9530985288802353,52.92040376197063,NR,Non Major Senior Unsecured
29446NAR1,EQBCN 3.738 05/05/28,2.34,96.0,,,92.0,92.0,0.0,RBC,,RBC,,5000000.0,,1170.0,,17000000.0,10000000.0,1,0,5,96.0,91.0,5000000.0,,1.0,,1.0,1.0,0.0,,-2.9999999999997726,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,0.0,2.0,0.0,,-26.000000000000227,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.21094573,2.4531143052703626,40.80124375817582,22.652675736747383,-5.566115,-13.29199,0.0,0.5448323066392882,-0.554249276521115,58.16104727374396,NR,Non Major Senior Unsecured
29446NAS9,EQBCN Float 08/03/27,,91.0,,,89.0,86.0,3.0,NBF,,NBF,,5000000.0,,,,5000000.0,2000.0,1,0,2,,,,,0.0,,0.0,0.0,0.0,,,,-2000000.0,0.0,0.0,0.0,,,,,1.0,,3.0,1.0,0.0,,,,-2000.0,2000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000000.0,6541.5609268463995,67.63204364,1.6974674880219027,,,-5.566115,-13.29199,0.0,0.3039014373716632,-2.099990125055544,99.26787061393868,NR,Financial FRN
29447JAA6,EQIX 4 11/15/32,5.982500000000001,109.0,109.0,0.0,109.0,109.0,0.0,RBC,RBC,RBC,NBF,5000000.0,5000000.0,2991.2500000000005,2991.2500000000005,15000000.0,13000000.0,2,2,4,109.0,109.0,5000000.0,5000000.0,0.0,-1.0,0.0,-1.0,0.0,0.0,6.25,6.25,-5000000.0,-5000000.0,-1.0,-1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.12164609,6.976043805612594,35.604783450791764,2.1171467596659888,-10.47094,-18.32472,0.052014861388967826,-0.0109514031485284,,,BBB,Other
30324RAA4,FRHYDR 3.357 05/15/33,6.45,,,,53.4,50.4,3.0,,,,,,,,,0.0,0.0,0,0,1,,,,,,,0.19999999999999574,0.19999999999999574,,,,,0.0,0.0,0.0,0.0,,,,,,,-0.10000000000000142,-0.10000000000000142,,,,,0.0,0.0,0.0,0.0,,,,,,,-21.9,-21.9,,,,,0.0,0.0,0.0,0.0,,,,,,,-33.6,-31.6,,,,,-2000000.0,0.0,0.0,0.0,,,,,,,57.90910041,7.479808350444901,-20.3489574723676,-55.73906548577376,,,,7.7782340862423,-1.7085957335781108,92.50423072606033,NR,Asset Backed
30324RAB2,FRHYDR 3.52 05/15/38,9.32,,,,81.1,78.1,3.0,,,,,,,,,0.0,3000000.0,0,0,1,,,,,,,-0.10000000000000853,-0.10000000000000853,,,,,-2000000.0,0.0,0.0,0.0,,,,,,,-0.9000000000000057,-1.9000000000000057,,,,,-2000000.0,-5000000.0,0.0,-1.0,,,,,,,-3.4000000000000057,-4.900000000000006,,,,,-1000000.0,3000000.0,0.0,0.0,,,,,,,-21.900000000000006,-19.900000000000006,,,,,-2000000.0,3000000.0,0.0,0.0,,,,,,,79.50115976,12.479123887748118,,-58.28820869819511,,,,7.575633127994524,-1.595723328220987,57.98282299562724,NR,Asset Backed
303901AY8,FFHCN 4.7 12/16/26,0.8,67.0,,,65.0,62.0,3.0,RBC,,RBC,,5000000.0,,400.0,,8000000.0,0.0,1,0,5,67.0,62.0,5000000.0,0.0,1.0,,1.0,1.0,0.0,,-5.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,,4.0,6.0,0.0,,-30.0,,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,-3.0,,-5.0,-9.0,0.0,,-427.4999999999999,,1000000.0,0.0,0.0,0.0,-9.0,-9.0,3000000.0,0.0,,,-42.0,-59.0,,,,,3000000.0,-5000000.0,1.0,-1.0,-40.0,-35.0,3000000.0,-5000000.0,,,59.99126882,0.8186173853524983,28.50503730431577,5.141548908643534,3.457934,19.49989,0.7668003851091137,8.928131416837783,-0.8970806190990304,28.118026990989364,BBB+,Insurance Senior
303901AY8,FFHCN 4.7 12/16/26,0.8000000000000002,60.0,55.0,5.0,60.0,59.0,1.0,TD,TD,TD,TD,5000000.0,5000000.0,400.00000000000006,400.00000000000006,10000000.0,5000000.0,2,1,5,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-4.999999999999943,-4.999999999999943,5000000.0,0.0,1.0,0.0,,,,,3.0,3.0,3.0,0.0,0.0,0.0,-29.999999999999943,-29.999999999999943,0.0,0.0,0.0,0.0,,,,,,,-4.0,-4.0,,,,,4000000.0,4000000.0,2.0,1.0,,,,,-55.0,,-47.0,-51.0,0.0,,-956.6666666666667,,0.0,5000000.0,1.0,1.0,,,,,,,59.99126882,0.8186173853524983,28.50503730431577,5.141548908643534,3.457934,19.49989,0.7668003851091137,8.928131416837783,-0.8970806190990304,28.118026990989364,BBB+,Insurance Senior
303901AZ5,FFHCN 4 1/4 12/06/27,1.74,,65.0,,68.0,65.0,3.0,,TD,RBC,TD,,5000000.0,,870.0,10000000.0,8000000.0,0,1,4,,,,,,1.0,2.0,1.0,,0.0,,-5.0,-5000000.0,0.0,-1.0,0.0,,,,,,7.0,5.0,2.0,,0.0,,-30.0,-7000000.0,0.0,-2.0,0.0,,,,,,-8.0,-6.0,-8.0,,-5000000.0,,-1680.0,-10000000.0,-5000000.0,-3.0,0.0,,,,,,-57.0,-64.0,-72.0,,0.0,,-880.0,0.0,0.0,0.0,0.0,,,,,,,67.29326969,1.790554414784394,26.2488232840397,8.018920914688499,3.457934,19.49989,0.7668003851091137,7.96167008898015,-1.0460171499980415,0.0,BBB+,Insurance Senior
303901BD3,FFHCN 4.23 06/14/29,3.14,,,,80.0,73.0,7.0,,,,,,,,,3000000.0,3000000.0,0,0,4,,,,,,,1.0,1.0,,,,,0.0,0.0,0.0,0.0,,,,,,,4.0,2.0,,,,,0.0,0.0,0.0,0.0,,,,,,,-10.0,-12.0,,,,,-2000000.0,1000000.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,76.64909,3.3100616016427105,20.346540149244817,-0.603209352481171,3.457934,19.49989,0.7668003851091137,6.436687200547571,-1.2363829412671647,24.35248070857042,BBB+,Insurance Senior
303901BD3,FFHCN 4.23 06/14/29,3.143333333333333,79.0,74.0,5.0,79.0,78.0,1.0,NBF,NBF,NBF,NBF,5000000.0,5000000.0,1571.6666666666665,1571.6666666666665,11000000.0,9000000.0,2,1,4,,,,,1.0,1.0,2.0,1.0,0.0,0.0,-3.333333333333485,-3.333333333333485,-5000000.0,0.0,-1.0,0.0,,,,,3.0,2.0,4.0,6.0,0.0,0.0,-30.833333333333485,-30.833333333333485,-5000000.0,1000000.0,-1.0,0.0,,,,,-19.0,-19.0,-19.0,-15.0,0.0,0.0,-364.58333333333326,-364.58333333333326,-4000000.0,-3000000.0,0.0,-1.0,,,,,,,-78.0,-88.0,,,,,-1000000.0,6000000.0,2.0,1.0,,,,,,,76.64909,3.3100616016427105,20.346540149244817,-0.603209352481171,3.457934,19.49989,0.7668003851091137,6.436687200547571,-1.2363829412671647,24.35248070857042,BBB+,Insurance Senior
303901BG6,FFHCN 3.95 03/03/31,4.5675,98.0,94.0,4.0,93.0,94.0,-1.0,TD,TD,TD,TD,5000000.0,5000000.0,2283.75,2283.75,12000000.0,8000000.0,1,1,4,,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.7500000000004547,1.7500000000004547,-5000000.0,0.0,-1.0,0.0,,,,,7.0,7.0,4.0,2.0,0.0,0.0,-33.249999999999545,-33.249999999999545,-6000000.0,2000000.0,-1.0,0.0,,,,,-9.0,,-13.0,-13.0,0.0,,-400.25,,-6000000.0,6000000.0,-1.0,1.0,,,,,,-68.0,-79.0,-97.0,,1000000.0,,-4.25,0.0,2000000.0,1.0,0.0,,,,,,,89.94984762,5.032169746748802,29.445700805230768,-0.5479166317713169,3.457934,19.49989,0.7668003851091137,4.722792607802875,-1.125205528189391,23.385065872979485,BBB+,Insurance Senior
303901BS0,FFHCN 5.23 11/23/54,15.024999999999999,149.0,,,147.0,145.0,2.0,NBF,,NBF,BNS,5000000.0,,7512.499999999999,,12000000.0,9000000.0,1,0,4,,,,,1.0,,2.0,1.0,0.0,,30.49999999999818,,-2000000.0,-3000000.0,0.0,-1.0,,,,,7.0,,5.0,6.0,0.0,,-193.5000000000009,,-7000000.0,-3000000.0,-2.0,-1.0,,,,,,,-20.0,-26.0,,,,,0.0,6000000.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,141.20911212,28.501026694045173,,-14.721677985201431,3.457934,19.49989,0.7668003851091137,0.9938398357289528,-1.093566970657266,21.847712784805235,BBB+,Insurance Senior
303901BT8,FFHCN 4.73 11/22/34,7.3575,114.0,111.0,3.0,112.0,111.0,1.0,NBF,TD,NBF,TD,5000000.0,10000000.0,3678.75,7357.5,14000000.0,20000000.0,2,2,4,,,,,1.0,1.0,2.0,0.0,0.0,0.0,5.750000000000455,11.50000000000091,-3000000.0,0.0,0.0,0.0,,,,,7.0,7.0,5.0,4.0,0.0,5000000.0,-55.250000000000455,3623.4999999999995,-5000000.0,0.0,-1.0,0.0,,,,,-21.0,-23.0,-22.0,-23.0,0.0,5000000.0,-208.24999999999955,3470.5000000000005,-3000000.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,110.9049147,8.750171115674195,27.572242378560485,-10.891044221060042,3.457934,19.49989,0.7668003851091137,0.9938398357289528,-0.9557601625656271,0.0,BBB+,Insurance Senior
303901BZ4,FFHCN 4.45 08/14/35,7.6825,121.0,118.0,3.0,121.0,118.0,3.0,NBF,BMO,TD,TD,5000000.0,5000000.0,3841.25,3841.25,15000000.0,23000000.0,2,4,4,,,,,1.0,2.0,1.0,2.0,0.0,0.0,-58.75,-58.75,0.0,-2000000.0,0.0,0.0,,,,,5.0,5.0,7.0,5.0,0.0,-5000000.0,-61.75,-3964.75,-5000000.0,0.0,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.37320233,9.475701574264203,34.60654712956659,-3.867849593887218,3.457934,19.49989,0.7668003851091137,0.2683093771389459,1.7401104010095843,9.355946296621463,BBB+,Insurance Senior
303901CA8,FFHCN 5.1 08/16/55,15.065000000000001,148.0,145.0,3.0,148.0,146.0,2.0,TD,BNS,TD,BNS,5000000.0,5000000.0,7532.500000000001,7532.500000000001,12000000.0,13000000.0,1,1,4,,,,,1.0,1.0,1.0,2.0,0.0,0.0,16.25000000000182,16.25000000000182,0.0,-4000000.0,0.0,-1.0,,,,,6.0,6.0,6.0,5.0,0.0,0.0,-145.4999999999991,-145.4999999999991,-5000000.0,-2000000.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.8861809,29.23750855578371,,-14.521379758783226,3.457934,19.49989,0.7668003851091137,0.2683093771389459,0.7400722035448583,32.380048017053866,BBB+,Insurance Senior
305939AA8,FBOCAN 3.937 09/18/28,2.648,130.0,,,127.0,129.0,-2.0,NBF,,BMO,,5000000.0,,1324.0,,18000000.0,0.0,2,0,5,131.0,126.0,3000000.0,,1.0,,1.0,4.0,0.0,,-3.5000000000002274,,2000000.0,0.0,0.0,0.0,1.0,1.0,0.0,,3.0,,2.0,1.0,0.0,,-27.999999999999773,,3000000.0,-2000000.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.78692892,2.8254620123203287,71.36595677298607,52.36868452558552,,,,0.1779603011635865,,,NR,Non Major Senior Unsecured
31430W3J1,CCDJ 3.804 09/24/29,3.61,64.0,61.0,3.0,64.0,62.0,2.0,NBF,TD,BMO,TD,5000000.0,10000000.0,1805.0,3610.0,30000000.0,20000000.0,4,3,4,,,,,2.0,0.0,2.0,1.0,-5000000.0,0.0,-1809.0,-4.0,-10000000.0,-10000000.0,-1.0,-1.0,,,,,4.0,2.0,4.0,1.0,-5000000.0,0.0,-1865.0000000000005,-60.000000000000455,-20000000.0,-10000000.0,-1.0,-1.0,,,,,-17.0,-19.0,-17.0,-18.0,0.0,0.0,-341.0,-682.0,-20000000.0,-1000000.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,60.47510234,3.8412046543463374,3.972668832783732,-19.61812577432136,,,,1.1553730321697468,-1.5245203549206305,64.64586405449111,A,Non Major Senior Unsecured
31430W7J7,CCDJ 4.264 01/24/35,3.8649999999999998,109.0,107.0,2.0,109.0,107.0,2.0,TD,BMO,TD,TD,10000000.0,15000000.0,3864.9999999999995,5797.5,25000000.0,40000000.0,4,4,4,,,,,0.0,1.0,0.0,1.0,0.0,10000000.0,-5.000000000000455,3862.5,-10000000.0,8000000.0,-1.0,0.0,,,,,4.0,3.0,4.0,3.0,5000000.0,10000000.0,1899.9999999999993,3832.5,-10000000.0,18000000.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.31413828,4.175222450376454,45.103541375521104,19.746762863775345,,,,0.8213552361396304,-1.1676646307952385,75.62641791411802,A-,Non Major Sub Debt
31430WF90,CCDJ 5.467 11/17/28,2.85,60.0,58.0,2.0,60.0,61.0,-1.0,NBF,BMO,BMO,RBC,5000000.0,20000000.0,1425.0,5700.0,30000000.0,35000000.0,4,3,4,,,,,1.0,1.0,1.0,3.0,-5000000.0,15000000.0,-1435.0,4270.0,-10000000.0,-5000000.0,-1.0,-1.0,,,,,4.0,3.0,4.0,6.0,-5000000.0,15000000.0,-1487.0,4244.0,-15000000.0,0.0,-1.0,-1.0,,,,,-15.0,-17.0,-15.0,-14.0,-10000000.0,15000000.0,-4032.000000000001,3881.0,-15000000.0,20000000.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,56.19655154,2.9048596851471595,3.403233298763153,-15.775012643881414,,,,2.0095824777549622,-1.434653952479838,72.33695306897184,A,Non Major Senior Unsecured
31430WFL3,CCDJ 1.093 01/21/26,0.16,29.0,25.0,4.0,29.0,26.0,3.0,NBF,RBC,RBC,RBC,10000000.0,5000000.0,160.0,80.0,33000000.0,19000000.0,4,2,5,30.0,25.0,10000000.0,5000000.0,0.0,1.0,0.0,2.0,0.0,0.0,-10.0,-5.0,5000000.0,1000000.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,5.0,3.0,0.0,0.0,-50.00000000000003,-25.000000000000014,2000000.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.30652386,0.1670088980150581,-13.89570505835045,-35.76150588258273,,,,4.829568788501026,-0.5551412140028157,9.798467442908924,A+,Non Major Senior Unsecured
31430WGC2,CCDJ 1.992 05/28/31,0.5,59.0,,,59.0,49.0,10.0,BNS,,BNS,,5000000.0,,250.0,,5000000.0,0.0,1,0,5,,,,,3.0,,3.0,3.0,0.0,,-5.0,,0.0,0.0,0.0,0.0,,,,,14.0,,14.0,14.0,-5000000.0,,-310.0,,-5000000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.65068777,0.5147159479808351,-0.2615974676908106,-24.97315911917779,,,,4.48186173853525,-0.9896617462091809,8.971531730564434,A-,Non Major Sub Debt
31430WGC2,CCDJ 1.992 05/28/31,0.5,58.0,53.0,5.0,50.0,53.0,-3.0,NBF,NBF,RBC,NBF,5000000.0,5000000.0,250.0,250.0,10000000.0,25000000.0,1,3,5,,49.0,,10000000.0,5.0,0.0,-3.0,0.0,-5000000.0,0.0,-260.0,-5.0,-8000000.0,10000000.0,-1.0,1.0,,1.0,,0.0,9.0,5.0,1.0,5.0,-5000000.0,0.0,-307.5000000000001,-28.750000000000057,-10000000.0,0.0,-1.0,0.0,,5.0,,0.0,-1.0,-2.0,-9.0,-8.0,0.0,0.0,-419.0,-419.0,-20000000.0,18000000.0,-4.0,2.0,,-3.0,,8000000.0,-80.0,-82.0,-88.0,-84.0,0.0,0.0,-818.0,-818.0,-18000000.0,17000000.0,-3.0,2.0,,-86.0,,,,,40.65068777,0.5147159479808351,-0.2615974676908106,-24.97315911917779,,,,4.48186173853525,-0.9896617462091809,8.971531730564434,A-,Non Major Sub Debt
31430WHX5,CCDJ 1.587 09/10/26,0.77,31.0,29.0,2.0,31.0,29.0,2.0,NBF,BMO,RBC,RBC,10000000.0,6000000.0,770.0,462.0,21000000.0,29000000.0,2,3,5,,27.0,,10000000.0,0.0,3.0,0.0,3.0,0.0,-4000000.0,-10.0,-318.0,-7000000.0,6000000.0,-1.0,1.0,,1.0,,0.0,3.0,4.0,3.0,4.0,0.0,-4000000.0,-59.999999999999886,-367.9999999999999,-10000000.0,0.0,-1.0,1.0,,2.0,,0.0,-4.0,-3.0,-4.0,-9.0,5000000.0,-2000000.0,-29.0,-816.4000000000001,-9000000.0,6000000.0,-3.0,0.0,,-5.0,,2000000.0,-49.0,-46.0,-49.0,-54.0,0.0,1000000.0,-1626.0,-736.0,-22000000.0,21000000.0,-2.0,2.0,,-48.0,,5000000.0,,,29.86870417,0.8021902806297057,-3.399102381222896,-26.835459601533795,,,,4.19438740588638,-0.6206055831661679,0.0,A,Non Major Senior Unsecured
31430WPB4,CCDJ 4.407 05/19/27,1.47,50.0,47.0,3.0,50.0,47.0,3.0,NBF,TD,BNS,TD,5000000.0,10000000.0,735.0,1470.0,30000000.0,20000000.0,4,3,4,,,,,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,6.0,3.0,6.0,3.0,-5000000.0,0.0,-785.0,-50.0,-25000000.0,-5000000.0,-1.0,-1.0,,,,,-13.0,-15.0,-13.0,-15.0,-5000000.0,5000000.0,-1555.0,325.0,-25000000.0,-6000000.0,-1.0,-1.0,,,,,-59.0,-63.0,-59.0,-63.0,0.0,5000000.0,-806.0,-71.0,-20000000.0,4000000.0,-1.0,1.0,,,,,,,44.2969333,1.4893908281998631,7.045828075810645,-12.831864340210464,,,,3.5071868583162216,-1.437406156911227,71.67013909546272,A,Non Major Senior Unsecured
31430WRG1,CCDJ 5.035 08/23/32,1.73,73.0,69.0,4.0,73.0,69.0,4.0,TD,TD,TD,TD,5000000.0,5000000.0,865.0,865.0,5000000.0,5000000.0,1,1,4,,,,,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-5000000.0,0.0,-1.0,0.0,,,,,3.0,3.0,3.0,2.0,0.0,0.0,-25.0,-25.0,-5000000.0,-2000000.0,-1.0,0.0,,,,,-22.0,-23.0,-22.0,-23.0,0.0,0.0,-402.5,-402.5,-10000000.0,-10000000.0,-1.0,-1.0,,,,,-93.0,-90.0,-93.0,-96.0,0.0,0.0,-770.0,-770.0,-5000000.0,-2000000.0,-1.0,0.0,,,,,,,67.85009008,1.7522245037645447,26.151697071385005,7.712075968821219,,,,3.24435318275154,-1.436577362729504,68.84656935550188,A-,Non Major Sub Debt
31430WRG1,CCDJ 5.035 08/23/32,1.72,70.0,65.0,5.0,70.0,66.0,4.0,NBF,NBF,BMO,NBF,5000000.0,5000000.0,860.0,860.0,15000000.0,7000000.0,3,1,4,,,,,1.0,1.0,1.0,1.0,0.0,0.0,-4.999999999999886,-4.999999999999886,0.0,0.0,0.0,0.0,,,,,4.0,3.0,4.0,1.0,-5000000.0,0.0,-920.0,-30.0,-5000000.0,0.0,0.0,0.0,,,,,-27.0,,-27.0,-28.0,0.0,,-405.0,,5000000.0,7000000.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,67.85009008,1.7522245037645447,26.151697071385005,7.712075968821219,,,,3.24435318275154,-1.436577362729504,68.84656935550188,A-,Non Major Sub Debt
31430WU44,CCDJ 5.279 05/15/34,3.34,100.0,99.0,1.0,100.0,99.0,1.0,NBF,TD,NBF,TD,5000000.0,5000000.0,1670.0,1670.0,25000000.0,17000000.0,4,3,4,,,,,1.0,0.0,1.0,0.0,0.0,0.0,-5.0,-5.0,-5000000.0,0.0,-1.0,0.0,,,,,4.0,1.0,4.0,1.0,0.0,0.0,-33.0,-33.0,-10000000.0,-2000000.0,-1.0,0.0,,,,,-19.0,-20.0,-19.0,-20.0,0.0,-5000000.0,-358.99999999999955,-2387.999999999999,-10000000.0,-8000000.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,4000000.0,1340.276119843224,96.51697977,3.479808350444901,41.54822039559454,19.754425550912337,,,,1.516769336071184,-1.5900181399563362,77.75456788639521,A-,Non Major Sub Debt
31430WZM9,CCDJ 5.475 08/16/28,2.6925,56.0,55.0,1.0,56.0,57.0,-1.0,NBF,BMO,NBF,RBC,10000000.0,5000000.0,2692.5,1346.25,40000000.0,15000000.0,4,3,4,,,,,1.0,2.0,1.0,3.0,0.0,-15000000.0,-7.5,-4053.75,-10000000.0,-20000000.0,-1.0,-1.0,,,,,4.0,4.0,4.0,6.0,-5000000.0,-15000000.0,-1441.5,-4165.75,-20000000.0,-20000000.0,-1.0,-1.0,,,,,-17.0,-19.0,-17.0,-17.0,0.0,0.0,-793.4999999999995,-396.7499999999998,0.0,-5000000.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,55.57473667,2.735112936344969,2.758423365691165,-16.032913297466145,,,,2.264202600958248,-1.387710658930233,48.401261279642384,A,Non Major Senior Unsecured
31430XFZ0,CCDJ 4.123 08/25/32,5.97,83.0,80.0,3.0,83.0,81.0,2.0,TD,TD,BMO,RBC,10000000.0,10000000.0,5970.0,5970.0,30000000.0,22000000.0,4,3,4,,,,,2.0,0.0,2.0,1.0,0.0,0.0,-1.9999999999990905,-1.9999999999990905,-10000000.0,-10000000.0,-1.0,-1.0,,,,,5.0,2.0,5.0,3.0,0.0,0.0,-85.99999999999909,-85.99999999999909,-20000000.0,-13000000.0,-1.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.56783754,6.759753593429158,9.4096408069702,-23.798421658328994,,,,0.2381930184804928,-0.16154107204988788,52.31579299866087,A,Non Major Senior Unsecured
318071AF4,FTTCN 2.626 08/14/26,0.71,51.0,48.0,3.0,51.0,50.0,1.0,BMO,TD,BNS,TD,5000000.0,5000000.0,355.0,355.0,23000000.0,6000000.0,4,1,5,55.0,50.0,5000000.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,-5.0,-5.0,5000000.0,1000000.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,-25.0,-25.0,-5000000.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,-8.0,-8.0,-4.0,-6.0,0.0,0.0,-420.0,-420.0,16000000.0,-29000000.0,3.0,-2.0,,-2.0,,-25000000.0,-35.0,,-35.0,-43.0,0.0,,-827.5,,10998000.0,5000000.0,2.0,1.0,-43.0,-43.0,0.0,0.0,,,48.35343552,0.7282683093771389,18.343195732371733,-5.42107119881301,-5.33948,91.84312,0.8565330803889021,6.269678302532512,-1.1571385653715696,23.143965603516143,BBB+,Utility
